                x           y           z
14978   -8.808788   71.178502  171.658051
14979  -10.203380   70.924745  169.167171
14980  -11.673029   70.687765  167.427522
14981  -12.590126   70.634403  169.641913
14982  -14.462587   70.451623  178.364134
14983  -16.329570   70.149023  185.315912
14984  -17.187651   70.102981  186.680026
14985  -18.016635   69.898768  187.048982
14986  -18.895887   69.564892  185.903018
14987  -19.510952   69.299679  187.104001
14988  -20.101062   69.024356  187.138747
14989  -20.520819   68.822774  183.205169
14990  -20.647449   68.758597  177.517044
14991  -21.592093   68.317993  176.770021
14992  -22.761410   67.776338  175.331559
14993  -23.660558   67.362951  172.715160
14994  -24.294689   67.075371  173.425946
14995  -24.615522   66.936422  170.700758
14996  -25.941995   66.334956  170.392808
14997  -27.756132   65.512983  173.918512
14998  -29.445851   64.756942  177.304600
14999  -31.875103   63.658574  177.762797
15000  -33.226079   63.194635  178.412217
15001  -34.788582   62.368202  177.531921
15002  -35.412163   62.068537  174.665952
15003  -35.729563   61.897407  174.202006
15004  -35.293831   62.229688  175.300041
15005  -34.852314   62.548210  174.908155
15006  -34.771359   62.599420  177.886988
15007  -33.939443   63.200589  176.991539
15008  -33.441300   63.560530  174.234632
15009  -33.863878   63.250099  176.268919
15010  -34.070085   63.099172  178.128916
15011  -34.720996   62.624324  181.061810
15012  -34.519636   62.772652  181.311999
15013  -34.850911   62.532483  178.595351
15014  -34.577158   62.734958  178.719214
15015  -34.551006   62.757541  179.782605
15016  -34.486092   62.809832  177.239951
15017  -35.207124   62.290009  179.482259
15018  -36.554814   61.315264  178.417385
15019  -38.840516   59.659336  179.017061
15020  -41.148356   57.992886  177.734160
15021  -43.760499   56.092543  180.424793
15022  -45.232259   55.167173  180.887081
15023  -45.411556   55.359058  184.850664
15024  -45.666830   55.263431  189.377931
15025  -45.798237   55.185897  191.789270
15026  -46.214946   54.743798  190.227879
15027  -46.865770   54.028005  189.828634
15028  -46.863654   54.019411  187.614392
15029  -46.883837   53.989540  184.512571
15030  -46.293534   54.627362  184.658215
15031  -45.484411   55.506283  183.559461
15032  -45.429393   55.567512  182.874970
15033  -46.022472   54.925799  183.890640
15034  -46.078842   54.869378  182.532122
15035  -46.013049   54.947822  177.803800
15036  -46.142706   54.816512  173.531156
15037  -45.501179   55.527650  173.108818
15038  -45.100488   55.982469  172.300438
15039  -45.592627   55.474320  173.716484
15040  -45.721846   55.371933  173.985733
15041  -45.913811   55.217069  178.924714
15042  -46.708009   54.429611  181.689863
15043  -48.295617   52.810870  178.665825
15044  -50.408977   50.664868  178.318631
15045  -52.457237   48.672594  179.674647
15046  -53.764079   47.483409  177.029046
15047  -54.884977   46.180146  175.153566
15048  -55.126297   46.030507  179.375305
15049  -55.207390   45.982175  180.500333
15050  -55.068312   46.221497  184.085487
15051  -55.292833   45.839090  186.131129
15052  -55.064244   46.197441  186.774772
15053  -54.792423   46.631192  186.373145
15054  -55.038915   46.219487  182.226474
15055  -55.289272   45.805297  180.598277
15056  -54.947716   46.364882  178.286795
15057  -54.842370   46.537959  174.630533
15058  -54.710064   46.755844  176.106826
15059  -54.644448   46.864584  175.610911
15060  -54.434734   47.210141  173.029394
15061  -54.409171   47.253908  173.150909
15062  -54.373188   47.315436  177.094698
15063  -54.290634   47.454361  182.141007
15064  -54.723085   46.749437  185.809486
15065  -54.998576   46.304122  185.024671
15066  -54.795799   46.646567  187.104960
15067  -54.550002   47.063610  189.293080
15068  -54.396146   47.335370  188.046773
15069  -54.834254   46.643521  185.447360
15070  -54.980455   46.442013  184.052585
15071  -54.894304   46.637734  182.887360
15072  -55.071727   46.423298  184.516732
15073  -55.714237   45.477245  183.237621
15074  -56.653695   44.088638  179.961966
15075  -57.418087   43.050666  178.385242
15076  -58.442747   41.674977  176.602190
15077  -59.925143   39.713419  177.788332
15078  -61.022667   38.345733  178.537070
15079  -61.714447   37.443695  180.457498
15080  -62.382562   36.109951  179.401819
15081  -62.621722   35.649509  179.300951
15082  -62.464246   36.125083  176.855338
15083  -62.411991   36.255713  178.148955
15084  -62.496407   35.999683  181.850116
15085  -62.669928   35.503927  185.595292
15086  -63.187583   34.075362  187.683910
15087  -63.616619   32.894865  186.190215
15088  -63.877340   32.177622  185.583261
15089  -64.296003   31.030064  182.721107
15090  -64.508937   30.444189  178.732326
15091  -64.485235   30.503357  171.532341
15092  -64.224154   31.208638  168.652866
15093  -64.291438   31.013291  168.859695
15094  -64.502415   30.420441  171.957891
15095  -64.853220   29.438693  176.778188
15096  -65.384174   27.955080  178.232919
15097  -66.009643   26.199576  180.106726
15098  -67.201077   22.847399  179.688271
15099  -68.126794   20.455521  179.336221
15100  -68.772987   18.532142  174.831286
15101  -69.045784   17.924353  173.875194
15102  -69.185273   17.500062  171.890475
15103  -69.238612   17.286411  170.741628
15104  -69.337509   16.641651  169.754709
15105  -69.363035   16.432807  173.326347
15106  -69.314590   16.705889  177.018522
15107  -69.161218   17.671110  175.181669
15108  -68.954425   18.997289  171.322554
15109  -68.751519   20.313451  167.897427
15110  -68.641415   21.047010  169.402747
15111  -68.473739   22.164144  173.442048
15112  -68.411014   22.624922  175.319136
15113  -68.545417   21.843952  172.868622
15114  -68.786467   20.411693  172.519335
15115  -69.064589   18.788719  170.362646
15116  -69.355830   17.148443  167.275121
15117  -69.552550   16.209685  166.875751
15118  -69.808915   15.021828  165.969740
15119  -70.375555   11.998156  162.962933
15120  -70.878548    9.907397  163.256339
15121  -71.227460    9.238517  163.155500
15122  -71.432764    9.416025  162.451080
15123  -71.506118    9.131233  162.648647
15124  -71.488589    8.046730  162.174507
15125  -71.476640    7.632853  163.512909
15126  -71.474903    7.559069  167.073048
15127  -71.493473    7.865785  168.849115
15128  -71.503960    7.789925  171.184866
15129  -71.479436    6.639142  170.691524
15130  -71.430357    4.605621  170.731431
15131  -71.415142    2.994403  173.487507
15132  -71.457504    2.231301  179.160627
15133  -71.561786    2.211578  188.337286
15134  -71.658576    0.976351  203.497253
15135  -71.791336   -1.785596  221.346623
15136  -71.737313   -4.774779  229.371930
15137  -71.666027   -6.814578  233.236167
15138  -71.801904   -7.160022  233.845694
15139  -71.822314   -7.455864  236.721822
15140  -71.847529   -7.464318  239.822068
15141  -71.690474   -8.116615  240.888714
15142  -71.398567   -9.300427  240.834648
15143  -71.299428   -9.701791  242.159294
15144  -71.339801   -9.552046  241.376810
15145  -71.557259   -8.700071  239.054388
15146  -71.518368   -8.934235  240.063769
15147  -71.560390   -8.871665  240.867898
15148  -71.364522   -9.836908  242.073836
15149  -71.103918  -11.134742  244.999866
15150  -70.483074  -14.008932  243.379215
15151  -69.908330  -16.978760  237.538945
15152  -69.066680  -20.045390  234.204712
15153  -68.701559  -21.561597  233.784338
15154  -68.959422  -21.365046  238.110917
15155  -69.052393  -21.318030  244.676813
15156  -68.902531  -21.706873  246.665763
15157  -68.860515  -21.846382  248.763965
15158  -68.440174  -22.822014  247.900889
15159  -67.836526  -24.235133  250.701132
15160  -67.292052  -25.580338  250.786121
15161  -66.018219  -28.620682  250.960166
15162  -64.695407  -31.527717  250.361336
15163  -64.356478  -32.688066  245.280722
15164  -64.204630  -33.259471  239.947672
15165  -63.701051  -34.103588  236.136192
15166  -63.193885  -34.846047  237.834789
15167  -62.650974  -35.595161  239.952391
15168  -62.114116  -36.327302  236.927767
15169  -60.792083  -38.140467  234.855550
15170  -58.173246  -41.712720  235.244345
15171  -56.588054  -44.139205  236.922928
15172  -55.144767  -46.079349  240.029660
15173  -53.939576  -47.510271  240.345193
15174  -52.965624  -48.550148  237.380592
15175  -52.194129  -49.316767  236.945955
15176  -51.857780  -49.654166  237.209168
15177  -52.138813  -49.426660  235.246520
15178  -51.580626  -49.990574  236.545598
15179  -50.134548  -51.401181  238.833690
15180  -48.146758  -53.338521  242.897470
15181  -47.301527  -54.410706  242.052253
15182  -46.527323  -55.216549  244.229739
15183  -45.717804  -55.874787  246.618958
15184  -45.030337  -56.358250  245.857855
15185  -44.677596  -56.589013  244.187002
15186  -44.443170  -56.729564  244.617076
15187  -45.195949  -56.265549  242.315558
15188  -46.040903  -55.748283  242.006078
15189  -45.844746  -55.869987  243.236402
15190  -45.849543  -55.874186  243.515215
15191  -45.227204  -56.265734  241.486921
15192  -43.501016  -57.336036  237.542791
15193  -41.103306  -58.823531  234.820983
15194  -37.472696  -61.062923  235.885001
15195  -35.020942  -62.678242  238.635723
15196  -33.860321  -63.545885  235.813847
15197  -33.068569  -64.067359  232.956804
15198  -31.894269  -64.605395  233.379172
15199  -31.012317  -64.981512  239.109411
15200  -30.429165  -65.236698  243.972855
15201  -29.375739  -65.677456  247.912438
15202  -28.494616  -66.084044  249.018142
15203  -25.979093  -67.142573  245.050659
15204  -23.766299  -68.062029  240.843331
15205  -22.926515  -68.561386  239.518705
15206  -22.449257  -68.829032  240.890916
15207  -22.210181  -68.948132  248.611819
15208  -21.593726  -69.068046  253.365343
15209  -21.921273  -69.016743  256.354001
15210  -22.325975  -68.946771  256.386817
15211  -22.104067  -68.975086  253.035401
15212  -21.882812  -69.006097  251.185197
15213  -22.138897  -68.965574  246.687274
15214  -22.544658  -68.904052  247.379066
15215  -22.561139  -68.905152  247.080360
15216  -22.205574  -68.966234  250.140381
15217  -21.209525  -69.129555  251.736460
15218  -19.467769  -69.412371  249.826638
15219  -18.533892  -69.574038  244.297690
15220  -17.500776  -69.757798  241.769237
15221  -15.961925  -70.029741  236.877059
15222  -14.820865  -70.253023  233.729722
15223  -13.930889  -70.455997  235.217252
15224  -13.249307  -70.653089  239.931491
15225  -12.695487  -70.867833  239.146364
15226  -11.399230  -71.292973  236.832841
15227   -9.438590  -71.616899  233.605866
15228   -7.553865  -71.803793  233.700823
15229   -6.475079  -71.911740  234.146070
15230   -6.583492  -72.004570  235.514632
15231   -6.764607  -72.076440  237.840768
15232   -5.918143  -72.110014  235.205755
15233   -3.479457  -72.101713  231.850175
15234   -1.385286  -72.149278  231.994385
15235    1.083503  -72.279804  231.965338
15236    3.484610  -72.250944  233.894644
15237    5.695336  -72.045625  238.898293
15238    8.033215  -71.643268  244.295406
15239    9.935291  -71.249917  244.490991
15240   10.670073  -71.095034  244.244487
15241   10.608953  -71.119603  246.574841
15242   10.588159  -71.136762  247.281238
15243   11.233026  -71.002572  245.272973
15244   11.394678  -71.000578  242.296460
15245   11.707636  -70.981219  237.363826
15246   13.112710  -70.722363  232.714696
15247   15.991019  -70.145276  231.629474
15248   18.139937  -69.776431  234.318488
15249   19.323883  -69.620794  235.684774
15250   20.014671  -69.501961  237.725834
15251   19.961489  -69.608516  241.529464
15252   19.172072  -69.995079  244.401473
15253   18.568676  -70.269441  242.640492
15254   18.462022  -70.305301  241.442527
15255   18.680731  -70.189025  244.432636
15256   19.437183  -69.823131  250.019031
15257   20.840931  -69.155312  255.798930
15258   22.534892  -68.348810  258.658344
15259   24.979248  -67.187002  257.170265
15260   27.279420  -66.081335  254.897133
15261   31.294550  -64.144333  252.562685
15262   34.193628  -62.843019  248.767434
15263   35.884144  -62.128708  243.139755
15264   36.850004  -61.711040  242.200808
15265   36.708672  -61.967245  242.268201
15266   37.202419  -61.704852  245.614343
15267   37.657815  -61.469695  244.788044
15268   37.695020  -61.574188  246.572987
15269   38.488246  -61.186948  245.244355
15270   40.346522  -60.133444  243.707133
15271   41.759140  -59.406618  238.629907
15272   42.977643  -58.592417  236.477701
15273   44.487092  -57.215612  236.838699
15274   45.088676  -56.672016  242.057025
15275   45.181266  -56.603213  246.997083
15276   45.613726  -56.133084  247.230398
15277   46.580535  -55.074287  245.714678
15278   46.910259  -54.710726  247.596088
15279   46.868840  -54.756368  248.179118
15280   47.204326  -54.398368  251.022435
15281   47.604463  -53.976429  255.146944
15282   47.817469  -53.765158  256.201848
15283   48.621279  -52.920564  252.817514
15284   49.182731  -52.351816  245.472825
15285   49.968530  -51.556310  242.554858
15286   50.620156  -50.930952  244.056132
15287   52.521573  -49.032148  245.375795
15288   54.771402  -46.408877  249.647626
15289   56.123522  -44.882620  251.403163
15290   56.360931  -44.862446  250.909753
15291   56.385500  -44.985764  254.293402
15292   56.161041  -45.412275  257.179521
15293   55.892750  -45.869820  257.030227
15294   56.163183  -45.437263  253.849718
15295   56.915180  -44.225209  245.516094
15296   57.304951  -43.626716  241.857791
15297   57.630053  -43.159279  236.860566
15298   57.484484  -43.496476  232.769559
15299   57.619480  -43.416208  231.454087
15300   57.779716  -43.353849  231.864397
15301   58.377018  -42.657262  234.592235
15302   59.930409  -40.584295  238.227633
15303   61.527906  -38.085155  238.578657
15304   62.548153  -36.506777  235.287680
15305   63.404455  -34.828651  234.056695
15306   63.700545  -34.345074  231.226836
15307   63.928062  -33.892179  231.308007
15308   64.477769  -32.521513  231.528100
15309   65.105081  -30.973015  234.470757
15310   65.528595  -30.061330  241.090770
15311   66.399463  -28.046134  242.355174
15312   67.411646  -25.884673  244.720229
15313   68.190223  -24.095602  246.679450
15314   68.647950  -23.040543  243.769107
15315   68.918534  -22.219232  240.681118
15316   69.123422  -21.261951  238.246015
15317   69.382766  -19.695860  234.739126
15318   69.502848  -18.939153  233.368680
15319   69.399991  -19.615638  232.554824
15320   69.268909  -20.512788  234.052147
15321   69.330720  -20.227860  237.464627
15322   69.492778  -19.368651  241.847199
15323   69.804598  -17.635702  243.249082
15324   70.254843  -15.130984  248.876200
15325   70.733384  -12.605943  251.635891
15326   71.241015  -10.199819  253.050500
15327   71.599251   -8.586998  251.577076
15328   71.807643   -7.836452  246.630592
15329   71.872606   -6.734393  241.326938
15330   71.873019   -5.801431  240.213834
15331   71.834039   -4.698990  238.329249
15332   71.812106   -4.250440  237.394771
15333   71.782571   -3.623071  237.725017
15334   71.782246   -3.605429  238.264636
15335   71.820035   -4.384520  235.815459
15336   71.880758   -5.588118  232.899583
15337   71.918723   -6.106762  230.754739
15338   71.980124   -7.008108  231.502937
15339   72.034836   -7.510475  236.748622
15340   72.049231   -6.716863  239.742562
15341   72.099920   -6.322024  241.536173
15342   72.148503   -5.214896  245.465632
15343   72.172035   -2.573474  245.336529
15344   72.254189    0.561221  240.424993
15345   72.308732    2.942706  238.697743
15346   72.223868    4.834904  239.771761
15347   72.026245    6.403985  242.345484
15348   71.755373    7.815670  241.074911
15349   71.400862    9.354933  242.494047
15350   71.272682    9.887508  246.964668
15351   71.298854    9.780402  254.963182
15352   71.544921    8.793431  259.780204
15353   71.672455    8.332444  261.189918
15354   71.500072    9.152121  263.148726
15355   71.058482   11.136504  263.250687
15356   70.131196   15.218472  262.464480
15357   69.415292   18.502791  260.438674
15358   68.510848   21.551173  255.916380
15359   68.046740   23.121983  248.888636
15360   67.934235   23.605529  241.764166
15361   68.160788   23.191200  239.672402
15362   67.979503   23.589786  241.586732
15363   67.578510   24.448677  241.656452
15364   66.764382   26.207726  244.810385
15365   65.965627   27.952296  244.909819
15366   65.387077   29.244876  239.872318
15367   64.246072   31.745359  232.363968
15368   63.698060   33.270129  228.317271
15369   63.301800   34.298928  225.930335
15370   62.588454   35.527822  226.340790
15371   62.195561   36.173770  228.260595
15372   62.059740   36.395983  232.136949
15373   61.918885   36.598588  240.129436
15374   62.216903   36.197787  245.897478
15375   62.187510   36.253800  246.950221
15376   62.106991   36.393759  249.150889
15377   61.185063   37.703562  247.221844
15378   60.261677   39.038428  244.624119
15379   59.071976   40.768741  239.301131
15380   57.485707   43.069928  235.602921
15381   56.770821   44.367034  236.286067
15382   56.672293   44.838334  233.783335
15383   56.053899   45.593159  232.932816
15384   55.228803   46.423018  234.008550
15385   54.841728   46.794119  234.506895
15386   55.420438   46.255798  238.247956
15387   55.304130   46.352140  240.799884
15388   55.505622   46.157883  243.866243
15389   55.554778   46.106560  241.547668
15390   55.157123   46.468250  238.543118
15391   55.563983   46.091019  238.461325
15392   55.264489   46.363355  240.611243
15393   54.903532   46.691373  246.951246
15394   54.032182   47.487227  252.181542
15395   53.632791   47.846711  254.124106
15396   53.106226   48.319843  252.556626
15397   51.338468   49.929799  247.277061
15398   49.477889   51.618557  240.215446
15399   46.795108   54.037057  235.035168
15400   45.039866   55.709971  232.472026
15401   44.349995   56.488941  231.506953
15402   43.208710   57.354203  232.135907
15403   41.820771   58.254141  235.248098
15404   40.196988   59.236583  242.018914
15405   38.934217   59.968561  243.370711
15406   35.765332   61.823398  245.505853
15407   33.410414   63.288717  251.428809
15408   32.773151   63.911704  253.971922
15409   32.439952   64.241397  255.672167
15410   32.278420   64.393169  255.153585
15411   32.321744   64.411593  249.506272
15412   32.995327   64.177481  246.918718
15413   33.106269   64.147407  244.781045
15414   32.429164   64.413752  243.100692
15415   30.192291   65.264265  243.078421
15416   27.005572   66.480002  245.388509
15417   23.802834   67.729651  242.700560
15418   21.838210   68.562853  240.486343
15419   19.678251   69.198798  239.820869
15420   18.319208   69.553096  244.021578
15421   17.426384   69.748858  244.830683
15422   17.440037   69.766908  239.675899
15423   18.018753   69.688863  236.991160
15424   17.895583   69.726580  234.656412
15425   16.853970   69.921218  236.034901
15426   15.980117   70.108764  236.612885
15427   14.368082   70.436271  240.521458
15428   11.568569   70.990909  247.042342
15429    9.350844   71.442610  248.552310
15430    8.398852   71.742215  249.079801
15431    7.934051   71.899279  248.852449
15432    8.124115   71.985237  243.634439
15433    8.174206   72.018130  239.553342
15434    7.575097   72.008832  237.252781
15435    7.280205   72.014821  236.889352
15436    7.631196   72.059637  240.296349
15437    7.869929   72.117486  242.336450
15438    6.855428   72.146609  241.779699
15439    5.935357   72.211572  240.801057
15440    4.273182   72.289344  243.582253
15441    1.063717   72.398193  242.870893
15442   -2.033820   72.379095  238.215293
15443   -4.493698   72.245184  235.254254
15444   -6.203077   72.076408  232.290093
15445   -7.573742   71.858537  232.988193
15446   -8.377706   71.716705  229.771970
15447   -9.827158   71.401459  227.237722
15448  -11.659660   71.002260  227.053538
15449  -12.834685   70.786899  227.124450
15450  -14.220671   70.556211  227.384453
15451  -16.378619   70.212731  230.263883
15452  -18.362792   69.816919  231.107047
15453  -19.920843   69.417045  233.181139
15454  -20.925333   69.115525  228.975498
15455  -21.514815   68.910745  225.095523
15456  -22.276652   68.579132  223.408537
15457  -23.232941   68.140489  225.073568
15458  -24.036462   67.771539  224.853572
15459  -24.103798   67.750180  225.374332
15460  -23.894321   67.866549  227.336960
15461  -23.253451   68.194855  231.227572
15462  -22.332605   68.668082  235.492429
15463  -22.408330   68.698804  239.661430
15464  -23.463221   68.302688  238.414338
15465  -25.738295   67.378959  238.336514
15466  -28.542829   66.305318  234.077461
15467  -31.164042   65.132396  231.250972
15468  -33.440306   63.914455  231.380394
15469  -35.486050   62.643069  236.297570
15470  -37.146159   61.524337  237.667639
15471  -37.877739   61.024437  240.865472
15472  -38.298926   60.733914  248.438898
15473  -39.215916   60.086023  254.100825
15474  -40.026511   59.531911  256.838414
15475  -40.918701   58.941417  255.450736
15476  -42.124960   58.152135  255.484885
15477  -43.709097   57.138091  256.455455
15478  -44.867531   56.426454  255.258768
15479  -45.494121   56.084004  252.265317
15480  -45.128255   56.666300  251.998747
15481  -44.956873   56.952084  249.899630
15482  -45.084128   56.882227  246.922351
15483  -45.150625   56.883312  245.686011
15484  -45.796157   56.283164  242.090282
15485  -46.883437   55.249680  243.518845
15486  -48.208243   54.024804  241.957763
15487  -50.490805   51.915319  243.753756
15488  -52.732142   49.563788  241.847741
15489  -54.508130   47.471670  242.532663
15490  -55.481803   46.292704  239.388663
15491  -56.254155   45.196196  239.007901
15492  -56.569598   44.724882  241.966185
15493  -56.177462   45.365631  246.824899
15494  -55.940987   45.739762  248.209863
15495  -55.772089   46.007452  246.881572
15496  -56.077807   45.505187  250.425397
15497  -56.734518   44.436336  251.585802
15498  -57.273064   43.570865  249.215889
15499  -57.884890   42.595508  242.704837
15500  -58.129882   42.235160  238.284530
15501  -58.154850   42.253385  237.249638
15502  -58.701211   41.440243  241.976072
15503  -59.328151   40.529197  246.299941
15504  -60.954655   38.044566  249.451160
15505  -62.394516   35.796686  249.960573
15506  -63.118566   34.898470  248.496177
15507  -63.736292   33.776625  249.630850
15508  -63.960055   33.404389  252.683729
15509  -63.815609   33.868290  252.355566
15510  -63.968415   33.449186  251.829552
15511  -63.979071   33.398813  249.178900
15512  -64.160894   32.882476  245.623571
15513  -64.410666   32.188223  244.146160
15514  -64.898465   30.851179  244.312728
15515  -65.470047   29.291001  242.379617
15516  -65.898860   28.125251  240.065510
15517  -66.183861   27.356310  239.763233
15518  -66.717278   25.913057  238.099282
15519  -67.795461   22.932104  235.279044
15520  -68.596461   21.094344  235.739468
15521  -68.974257   20.785669  238.828723
15522  -69.267071   20.056502  242.153088
15523  -69.546837   18.828822  240.224867
15524  -69.653805   18.446582  238.720235
15525  -69.723565   18.249317  240.286253
15526  -69.877104   17.587429  241.552544
15527  -70.025732   17.113669  243.622390
15528  -70.153487   17.003509  248.638177
15529  -70.397062   16.466984  251.507823
15530  -70.979806   14.403615  253.311197
15531  -71.466882   12.239982  252.957315
15532  -71.765211   10.528454  252.351555
15533  -71.884302    8.764807  249.982104
15534  -71.939248    8.173449  246.863057
15535  -71.928632    7.442343  246.054893
15536  -71.852871    5.779868  250.860528
15537  -71.785963    4.548850  256.065633
15538  -71.694315    2.793855  260.227780
15539  -71.589365    0.771397  263.000240
15540  -71.483490   -1.174579  264.252737
15541  -71.386987   -2.717610  268.986344
15542  -71.278167   -4.822250  281.742105
15543  -70.968514   -7.366581  291.729420
15544  -70.571067   -9.735221  300.852825
15545  -70.241485  -11.399390  304.283530
15546  -69.827955  -13.133531  304.377502
15547  -69.172538  -15.694849  307.256921
15548  -68.185244  -19.434656  307.268307
15549  -67.616556  -21.912376  308.150313
15550  -67.069955  -23.857243  313.963195
15551  -66.492630  -25.502474  318.907692
15552  -65.949154  -26.864423  320.501529
15553  -65.568537  -27.785264  317.510553
15554  -65.348266  -28.346446  317.380992
15555  -65.170391  -28.846784  314.019268
15556  -64.859591  -29.693024  310.870485
15557  -64.358994  -31.120107  312.543074
15558  -63.344684  -33.115088  318.379015
15559  -62.889396  -34.119184  323.041988
15560  -63.138235  -33.979154  323.128605
15561  -62.989394  -34.274798  325.841422
15562  -62.913808  -34.418934  325.746040
15563  -62.526426  -34.975326  323.312278
15564  -62.254276  -35.380022  319.946836
15565  -61.567548  -36.370113  320.539969
15566  -61.254433  -36.875229  323.760285
15567  -60.347311  -38.229532  324.895962
15568  -58.470533  -40.982468  321.536686
15569  -56.759439  -43.411440  314.551886
15570  -55.981900  -44.665824  310.010624
15571  -55.902365  -45.019137  308.188730
15572  -56.299720  -44.772921  310.698367
15573  -56.677946  -44.463211  315.226667
15574  -56.672919  -44.474854  318.584922
15575  -56.834275  -44.328532  321.974131
15576  -56.424322  -44.714491  324.359445
15577  -55.498495  -45.586757  325.962802
15578  -55.106174  -45.983237  325.894507
15579  -55.276101  -45.881111  321.254249
15580  -55.843566  -45.437600  318.299908
15581  -56.076410  -45.334905  318.427557
15582  -55.597448  -45.933012  315.314365
15583  -54.167809  -47.470473  316.438653
15584  -51.929976  -49.885926  316.849505
15585  -49.968277  -51.920491  316.982444
15586  -48.356079  -53.422220  318.952291
15587  -46.524518  -54.807993  317.146062
15588  -44.325091  -56.269245  314.628124
15589  -42.977483  -57.142261  311.576726
15590  -42.147331  -57.680562  309.651623
15591  -41.426024  -58.160769  312.761084
15592  -41.389909  -58.247156  312.914884
15593  -41.122240  -58.509459  315.132277
15594  -39.702695  -59.520637  317.597850
15595  -38.083743  -60.749769  321.478118
15596  -36.533415  -61.794099  323.284099
15597  -36.154612  -62.209338  323.205033
15598  -35.784683  -62.469730  323.509083
15599  -35.023115  -62.780650  322.352572
15600  -34.092134  -63.103000  320.735289
15601  -32.274279  -63.721978  318.588000
15602  -29.940543  -64.509309  314.057798
15603  -27.312247  -65.381516  312.922623
15604  -24.862642  -66.156198  315.110065
15605  -20.469730  -67.581919  312.689929
15606  -16.718025  -68.795090  313.538857
15607  -13.767125  -69.678260  309.791677
15608  -11.458056  -70.303092  308.675194
15609   -9.217914  -70.822515  305.067803
15610   -8.734053  -71.192657  302.351444
15611   -7.947274  -71.363532  301.282040
15612   -8.581812  -71.476284  304.129427
15613   -9.029502  -71.520719  302.336131
15614   -8.459600  -71.497967  301.056074
15615   -7.889292  -71.469223  301.470370
15616   -6.181881  -71.394868  303.515678
15617   -4.898524  -71.342854  306.423574
15618   -4.107915  -71.316680  311.675181
15619   -2.793217  -71.274164  318.109282
15620   -0.637640  -71.202972  320.220138
15621    1.971122  -71.121199  320.334533
15622    5.006256  -71.018722  317.546626
15623    6.556635  -71.103368  319.045618
15624    6.910437  -71.284595  318.764129
15625    7.733159  -71.212850  315.902685
15626    8.326429  -71.117515  312.070135
15627    7.871959  -71.240054  312.413122
15628    7.611014  -71.303785  312.270885
15629    7.738886  -71.273299  314.417267
15630    7.377434  -71.366790  314.631864
15631    7.657685  -71.311701  316.986942
15632    9.488963  -70.888694  322.565292
15633   11.226089  -70.499290  324.997994
15634   12.370873  -70.267876  324.053161
15635   13.132737  -70.148909  318.795242
15636   13.422257  -70.171908  313.671833
15637   13.163440  -70.366513  314.553059
15638   14.852364  -70.181526  313.931764
15639   17.104326  -69.701279  312.263770
15640   19.892209  -68.785622  314.368026
15641   21.473558  -68.256700  312.946363
15642   21.573006  -68.300074  308.177015
15643   21.901288  -68.174350  305.409224
15644   23.075555  -67.627608  306.719989
15645   23.538706  -67.400754  309.133415
15646   24.544410  -66.919464  315.149889
15647   27.192065  -65.675129  316.870583
15648   30.982554  -63.886425  315.812896
15649   33.749491  -62.630507  312.155620
15650   34.659492  -62.438044  310.907672
15651   35.185596  -62.305277  314.510205
15652   35.424907  -62.256370  317.233325
15653   35.603592  -62.200322  314.455672
15654   36.776092  -61.414813  310.680786
15655   38.274189  -60.417396  307.510497
15656   40.933011  -58.623398  308.119745
15657   42.817963  -57.464610  306.179524
15658   44.083534  -56.641109  302.048864
15659   45.578975  -55.296504  300.520654
15660   46.866869  -54.010757  299.725031
15661   47.466151  -53.389658  301.579437
15662   47.100558  -53.784208  303.488973
15663   46.756584  -54.147245  306.128750
15664   46.588849  -54.320939  302.478053
15665   46.531272  -54.379956  298.803531
15666   46.870999  -54.012001  297.029634
15667   47.509402  -53.323707  294.691610
15668   48.035845  -52.761443  294.197464
15669   47.945244  -52.875026  297.149358
15670   48.156294  -52.666971  297.911179
15671   48.488950  -52.335474  298.927219
15672   49.480768  -51.299623  299.751821
15673   51.951148  -48.681032  301.341652
15674   54.137590  -46.328030  298.812515
15675   55.359709  -45.115029  297.453555
15676   55.335414  -45.573041  298.186158
15677   54.830254  -46.583353  299.366030
15678   54.554341  -47.096002  302.742457
15679   54.771756  -46.751046  304.362743
15680   55.069329  -46.265595  309.160138
15681   55.661396  -45.305675  309.548730
15682   56.561405  -43.856791  311.739694
15683   58.149600  -41.299177  317.755203
15684   60.487907  -37.519031  319.527353
15685   62.127023  -35.096431  321.152522
15686   63.297852  -33.177963  318.179661
15687   64.189828  -31.434582  319.438439
15688   64.597639  -30.681798  319.747450
15689   65.020624  -29.756517  315.885751
15690   65.493995  -28.694799  314.299302
15691   66.611458  -25.997743  317.151381
15692   67.581052  -23.586984  318.334369
15693   68.140166  -22.432521  319.794317
15694   68.514659  -21.307685  317.194472
15695   68.684120  -20.772656  316.432914
15696   68.668779  -21.054218  320.540328
15697   68.777314  -20.396567  321.617148
15698   68.769617  -20.460910  322.944106
15699   68.841152  -20.047374  321.958460
15700   68.846452  -20.113919  321.139541
15701   68.950958  -19.613110  316.306897
15702   69.179953  -18.400354  314.925440
15703   69.331744  -17.798020  312.867709
15704   69.600039  -16.604780  313.129428
15705   69.979097  -14.919811  316.175487
15706   70.550631  -12.312420  320.481760
15707   71.029490  -10.940930  324.869070
15708   71.315375   -9.948990  325.339218
15709   71.441643   -9.018863  325.127892
